#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:primates" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:primates" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:primates">
#                <taxonset id="TaxonSet.primates" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:primates" name="distribution" x="@birthRate.t:primates">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:primates" name="distribution">
#            <parameter id="rateAC.s:primates" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:primates" name="distribution">
#            <parameter id="rateAG.s:primates" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:primates" name="distribution">
#            <parameter id="rateAT.s:primates" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:primates" name="distribution">
#            <parameter id="rateCG.s:primates" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:primates" name="distribution">
#            <parameter id="rateGT.s:primates" lower="0.0" name="x">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@primates" id="treeLikelihood.primates" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:primates">
#            <siteModel id="SiteModel.s:primates" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:primates" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:primates" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:primates" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:primates" rateAC="@rateAC.s:primates" rateAG="@rateAG.s:primates" rateAT="@rateAT.s:primates" rateCG="@rateCG.s:primates" rateGT="@rateGT.s:primates" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:primates" lower="0.0" name="rateCT">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:primates" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:primates" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:primates" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:primates" name="clock.rate">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	NSlikelihood	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
14	-1887.8199100194408	-1883.6498433632435	-1887.8199100194408	4.170066656197475	-1887.8199100194408	0.06972121641776449	0.24775871026729365	0.685725302878539	0.2547042669869821	0.061481554169930674	9.806435053302082E-4	0.2965513595874886	0.26015176548188174	0.22284249029493317	0.2204543846356963	7.5018226688271525	26.697279412790696
15	-1872.1895156898179	-1868.737650864143	-1872.1895156898179	3.4518648256749604	-1872.1895156898179	0.06295749090159265	0.3509230460567004	0.2810881674248986	0.18241399104048897	0.06902500225292263	8.020512338933097E-4	0.30927511367028804	0.2344701018107181	0.22084624662563707	0.23540853789335667	5.852527819994485	37.01362587940309
16	-1867.652402695563	-1860.3791315994936	-1867.652402695563	7.2732710960695	-1867.652402695563	0.03513336925820824	0.23074350092463994	0.3257384372391879	0.20051758254113589	0.056417966471040186	0.0015400553695184554	0.3090004573984492	0.23468980564293662	0.22988397741811534	0.2264257595404987	9.924605917179608	23.730232541681247
17	-1851.8124209003681	-1844.824264746155	-1851.8124209003681	6.988156154213041	-1851.8124209003681	0.04376554736059666	0.1158674055870801	0.48068641791419164	0.15234603176222733	0.0721225336362543	5.82366574465999E-4	0.3090004573984492	0.24280159078337582	0.22878805687320178	0.21940989494497307	8.39609541267285	13.524959375631784
18	-1834.449764184155	-1827.6578821750484	-1834.449764184155	6.791882009106468	-1834.449764184155	0.03795678075155072	0.08297915754613908	1.406148574506158	0.10586205365380146	0.03402697579560052	5.300063095660065E-4	0.3177944533147562	0.2501916383921802	0.22878805687320178	0.2032258514198617	7.787933468778993	42.12995749273411
19	-1815.7263699342213	-1807.1191238382432	-1815.7263699342213	8.607246095978027	-1815.7263699342213	0.032429681522547056	0.0804789873952279	0.6293367374619869	0.07044525204596878	0.05586251943575158	2.1514691124568244E-4	0.3245850419685782	0.24615003945658948	0.2373343433829575	0.19193057519187476	7.997535208695832	75.01904038373829
20	-1815.398466318828	-1805.6757746578019	-1815.398466318828	9.722691661026143	-1815.398466318828	0.04401162156585884	0.09940294081006687	0.5988264049401323	0.03708232873652852	0.043208229105624586	3.350554122237074E-4	0.33450921353269664	0.23952382571946812	0.23163500941875328	0.1943319513290819	8.829370221949098	26.175891905840572
21	-1802.6166156256775	-1794.2598087972972	-1802.6166156256775	8.356806828380174	-1802.6166156256775	0.05987660542322535	0.09090408117244146	0.23762158595981717	0.025026844048358744	0.07174314462760135	2.9099605978582133E-4	0.3299842313202136	0.23952382571946812	0.23163500941875328	0.19885693354156495	6.45747256623699	7.578037195160317
22	-1789.8828389829482	-1777.4765843113996	-1789.8828389829482	12.40625467154866	-1789.8828389829482	0.04842867890553896	0.037951910531310494	0.31968144191259795	0.014391407590201178	0.0162750322738276	3.5980390882323456E-4	0.3299842313202136	0.24283760473866464	0.2302219332987658	0.1969562306423559	8.21782527104122	18.164034509558885
23	-1785.7344650626471	-1775.024433014237	-1785.7344650626471	10.71003204841	-1785.7344650626471	0.061854173995181026	0.08605259758333307	0.41926978222041245	0.016445617334150738	0.022765821923240722	2.2308344386594937E-4	0.3262687027470467	0.23763369864410788	0.22965664136605846	0.2064409572427869	7.559060441971325	15.662849935966307
24	-1784.4643703226589	-1775.7860098879205	-1784.4643703226589	8.678360434738437	-1784.4643703226589	0.06429035865750911	0.05648744039380681	0.662785504052627	0.032742872667837944	0.02954109981701693	1.4061379934727684E-4	0.34354429262129504	0.2338522167012017	0.22584388724422655	0.1967596034332767	6.037292398879867	29.96689133381351
25	-1784.0939677739896	-1775.7085772850335	-1784.0939677739896	8.385390488956151	-1784.0939677739896	0.05532399732114516	0.048075140189035505	0.5768158174698095	0.03358714262647277	0.05419614622646789	8.098106167867012E-4	0.3410921716389251	0.22668624408475585	0.22584388724422655	0.20637769703209255	7.720542329497356	33.51590493020597
26	-1780.9061269889353	-1772.4413869023579	-1780.9061269889353	8.464740086577459	-1780.9061269889353	0.06110301565654392	0.050746673677938274	0.5952606033252836	0.02476277415506971	0.07399610077366378	3.8284242379368704E-4	0.35496723203534664	0.21856651984706596	0.21196882684780496	0.21449742126978244	7.1779680988007835	14.331430594147296
27	-1778.937019131494	-1772.3408394261323	-1778.937019131494	6.596179705361636	-1778.937019131494	0.05921382455617301	0.045437337876187436	0.6920671804708844	0.015116315495128652	0.05569168423496096	4.4854991814432973E-4	0.33410412823164165	0.2278398224077775	0.21931973271790808	0.2187363166426728	4.76070755816766	49.35319892080626
28	-1777.462719434146	-1766.9788751337423	-1777.462719434146	10.483844300403742	-1777.462719434146	0.06416885737933616	0.04208460869025322	0.6920671804708844	0.015116315495128652	0.02866972602065179	2.3988639460961378E-4	0.33410412823164165	0.22181614657072113	0.21108873916394016	0.23299098603369708	7.3471428657203255	14.348761806863894
29	-1777.459675742898	-1768.146433244768	-1777.459675742898	9.313242498129942	-1777.459675742898	0.04979482360865938	0.07807045548544132	0.6920671804708844	0.015116315495128652	0.07473193103974571	2.3448470978071535E-4	0.3401639702802384	0.23489873103748368	0.18188602868527834	0.24305126999699955	7.660304585882277	42.92604930737573
30	-1769.3912993163983	-1759.607258206003	-1769.3912993163983	9.784041110395172	-1769.3912993163983	0.06334087263023891	0.048621344164985605	0.5009732281346173	0.019760556381255914	0.05916580080559135	1.1640991582983187E-4	0.3572003657360536	0.23257617300029743	0.17673929372683275	0.23348416753681622	6.728027035279143	31.916943569012624
31	-1768.755329963543	-1758.2865088729384	-1768.755329963543	10.468821090604752	-1768.755329963543	0.05684307515960433	0.04516775465287311	0.744962446216228	0.032017191626035515	0.03949079126453956	8.913003175024548E-5	0.3572003657360536	0.2364935782401248	0.17380768361903257	0.23249837240478904	7.551586634757612	16.657155487167742
32	-1768.4633063502272	-1758.4982279173112	-1768.4633063502272	9.965078432915938	-1768.4633063502272	0.0643088194692514	0.03700622252826447	0.606562155908129	0.032017191626035515	0.0445026444963277	1.5826806543948896E-4	0.3598937582440828	0.23263071605663724	0.1769435639772465	0.23053196172203344	7.315024369778484	12.682698637550612
33	-1768.270105106831	-1758.3150920195417	-1768.270105106831	9.955013087289121	-1768.270105106831	0.054657470996133675	0.03641621832166561	0.6152826314906462	0.031316433164544306	0.0496290667991868	1.8658784937084592E-4	0.34998882225196254	0.23425254565855907	0.1769435639772465	0.23881506811223188	7.54300850394883	25.94943803558303
34	-1768.1243857367351	-1756.7359483307812	-1768.1243857367351	11.38843740595387	-1768.1243857367351	0.0615552574141685	0.03641621832166561	0.5634296932488708	0.013555684538626015	0.03484656620210057	1.4182415973128113E-4	0.3481898563066226	0.22830358261122796	0.17783780665580387	0.2456687544263456	7.494934553570315	18.267195978993637
35	-1767.8530301107628	-1758.93130290392	-1767.8530301107628	8.921727206842817	-1767.8530301107628	0.07003376166237957	0.04880034023371663	0.5634296932488708	0.03259149734862588	0.04873292399636737	2.189604448776345E-4	0.33202850506206727	0.23968268765790815	0.1749789501425841	0.2533098571374404	6.8754509842765135	19.5014858001172
36	-1767.3532069325108	-1758.1882323203724	-1767.3532069325108	9.164974612138497	-1767.3532069325108	0.06720203522782973	0.04123004482311352	0.7288672264215468	0.055876198764320845	0.035590852153425764	1.8589596306766565E-4	0.3337803529706988	0.24758336266957992	0.17395554101300034	0.24468074334672094	7.269720309627471	15.425543330529836
37	-1766.794463828143	-1758.6253353004279	-1766.794463828143	8.169128527715205	-1766.794463828143	0.0587499344854716	0.04832890244889528	0.6376907943942366	0.041686474945416316	0.04504114330923835	3.4545494190755453E-4	0.32542915586316823	0.2506833931747612	0.1743352652599568	0.24955218570211377	6.827621497894611	29.133913782356128
38	-1766.4648960000218	-1758.2676377482087	-1766.4648960000218	8.197258251813134	-1766.4648960000218	0.06082634392441103	0.05860673924632341	0.7512187939003229	0.04572423041074027	0.029081217537703537	3.877160629691337E-4	0.31974578738834664	0.25855656620818523	0.16561209916217562	0.25608554724129257	6.9819574883924025	32.9996742635038
39	-1766.288408108249	-1758.0478233683907	-1766.288408108249	8.240584739858424	-1766.288408108249	0.06487057096892639	0.04483886133437913	0.7488184133997351	0.029593367080107805	0.04837174164207428	5.081338623292938E-4	0.3287478479250231	0.26294056208773803	0.15834693323099183	0.24996465675624707	7.093694968663676	21.228447335666424
40	-1766.2242861247164	-1756.9517780717863	-1766.2242861247164	9.27250805293004	-1766.2242861247164	0.06174803270323099	0.034584920663741026	0.8136966312788702	0.022161225638572264	0.02193201783883302	2.317618507562811E-4	0.33013736521784187	0.25173506845476823	0.15834693323099183	0.2597806330963981	6.184735506432379	35.90384995018367
41	-1765.948210245781	-1757.071923488229	-1765.948210245781	8.876286757552018	-1765.948210245781	0.059370813669664936	0.046426546505407215	0.8136966312788702	0.0174394033657918	0.01968525297448018	0.0015256913204012513	0.3279781488304113	0.24739354494842952	0.1643050052667482	0.260323300954411	7.528824549982532	18.12025033031117
42	-1765.713588702647	-1757.7410850567903	-1765.713588702647	7.972503645856763	-1765.713588702647	0.06415946528038	0.04561833811913803	0.7600102003250278	0.019374971532698987	0.01518338649425306	0.004065238420720374	0.3279781488304113	0.2566742736809037	0.15705650553836464	0.2582910719503204	7.325073490521057	12.758280204005546
43	-1765.3314598297789	-1757.6927500063996	-1765.3314598297789	7.638709823379249	-1765.3314598297789	0.06554460701831166	0.04688337502349624	0.7735992706465833	0.03110185689601718	0.014569518337015827	0.0035998315440025994	0.3279781488304113	0.2566742736809037	0.15705650553836464	0.2582910719503204	7.330880417434243	15.23332685420722
44	-1764.9653926032754	-1759.2459464049039	-1764.9653926032754	5.7194461983714895	-1764.9653926032754	0.0662716879291936	0.052106221019641914	0.7735992706465833	0.036125275433425995	0.03405773191111932	0.003954321068086491	0.3279781488304113	0.25486496278081217	0.16544656225416923	0.25171032613460737	6.5530998465499435	8.595478461877088
45	-1764.9485099532426	-1758.4929266366191	-1764.9485099532426	6.455583316623412	-1764.9485099532426	0.06234459320132153	0.052106221019641914	0.739876126633263	0.03274713907824087	0.03865268487433208	0.0043804894882744135	0.3316925754174148	0.25214967029734325	0.1636276627870604	0.2525300914981816	7.3695693039638455	14.396686569900126
46	-1764.8409733755348	-1758.2857625896092	-1764.8409733755348	6.555210785925419	-1764.8409733755348	0.06693138964271164	0.04529175352438825	0.739876126633263	0.03619766213247777	0.0317558072213971	0.002181808828524006	0.3324477326423393	0.25214967029734325	0.15887215329112123	0.25653044376919626	6.581099918220966	26.731934378842613
47	-1764.8118244171924	-1756.4608690478212	-1764.8118244171924	8.350955369371182	-1764.8118244171924	0.06287534401874624	0.04529175352438825	0.717034778986962	0.022837154862608674	0.03134438542644926	8.872276585907814E-4	0.32918301781614107	0.25316019619737395	0.16112634221728875	0.25653044376919626	7.039623860446991	26.574490141639814
48	-1764.7152536806852	-1755.2652355509404	-1764.7152536806852	9.45001812974477	-1764.7152536806852	0.06725703813123478	0.04812606526532003	0.7850317346331733	0.028535833547345364	0.03823391467647413	1.9033357927330304E-4	0.33586931134120485	0.2481697185343412	0.15562858664013826	0.2603323834843157	7.225322226131636	16.612765847009307
49	-1764.6241913573963	-1755.5514393722754	-1764.6241913573963	9.07275198512096	-1764.6241913573963	0.061378402651757286	0.05322372569262355	0.747634427131852	0.027747811521483628	0.03773590123034796	3.54772593070474E-4	0.33586931134120485	0.2481697185343412	0.15562858664013826	0.2603323834843157	7.448365556328622	16.003553363634918
50	-1764.5808472271174	-1756.1143526241763	-1764.5808472271174	8.466494602941184	-1764.5808472271174	0.06331056501805772	0.050162256956574065	0.747634427131852	0.027747811521483628	0.03773590123034796	1.6572058486472247E-4	0.33809627448965046	0.24945617833967026	0.1543421268348092	0.2581054203358701	6.0623886507098685	36.1121249366268
51	-1764.5779318374925	-1755.5592564166175	-1764.5779318374925	9.018675420875047	-1764.5779318374925	0.06332939760040679	0.0501674407326019	0.747634427131852	0.027747811521483628	0.030704213780468663	3.4095195786291115E-4	0.33809627448965046	0.24945617833967026	0.1543421268348092	0.2581054203358701	7.103447597254389	25.089597817908437
52	-1764.5545353527177	-1755.7179172660965	-1764.5545353527177	8.836618086621314	-1764.5545353527177	0.06441474644790632	0.0501674407326019	0.747634427131852	0.027747811521483628	0.03696443168089685	2.1458053621192653E-4	0.3345874019185932	0.2529650509107275	0.1543421268348092	0.2581054203358701	6.6583784474596985	29.642419270629787
53	-1764.52775742722	-1754.5169872208164	-1764.52775742722	10.010770206403649	-1764.52775742722	0.0631408264036609	0.0501674407326019	0.7605357187951639	0.03486383740466143	0.034540545548206	1.1501154201712011E-4	0.3345874019185932	0.24847737949137239	0.15882979825416432	0.2581054203358701	7.409865708363745	16.590223473671497
54	-1764.5246569710193	-1753.9584277059625	-1764.5246569710193	10.566229265056723	-1764.5246569710193	0.06288859706764251	0.0501674407326019	0.7691649494645215	0.027247626510800586	0.03475822438007603	8.106249701374722E-5	0.3327527463945137	0.2503120350154519	0.15882979825416432	0.2581054203358701	7.4152184881080245	18.07365547894302
