#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_joss" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_joss" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_joss" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_joss" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_joss" name="distribution" x="@birthRate.t:alignment_joss">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateAC.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateAG.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateAT.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateCG.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateGT.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_joss" id="treeLikelihood.alignment_joss" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_joss">
#            <siteModel id="SiteModel.s:alignment_joss" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_joss" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_joss" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_joss" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:alignment_joss" rateAC="@rateAC.s:alignment_joss" rateAG="@rateAG.s:alignment_joss" rateAT="@rateAT.s:alignment_joss" rateCG="@rateCG.s:alignment_joss" rateGT="@rateGT.s:alignment_joss" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:alignment_joss" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:alignment_joss" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_joss" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_joss" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_joss" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
0	-216.8028987393728	-197.37619395686247	-19.42670478251034	-197.37619395686247	1.6770324426166627	1.0	1.0	1.0	1.0	1.0	0.25	0.25	0.25	0.25	-3.5220051449751746	1.0
1000	-196.68114305297433	-177.133572331383	-19.547570721591356	-177.133572331383	0.739909614428103	1.2384574205922718	1.9039295730981487	1.6325373405421273	1.4357243847735743	1.0	0.25	0.2572601853985243	0.24865328700736794	0.24408652759410776	-1.8428907553312905	1.2465887123747939
2000	-190.49377752834403	-172.84120060801885	-17.652576920325185	-172.84120060801885	0.3904102367446168	1.2384574205922718	2.6222891895201488	0.6749151336297798	0.9934134652136509	2.0466436074175163	0.25	0.25870319973180605	0.24721027267408616	0.24408652759410776	-0.15179799751410084	3.4499021481975674
3000	-191.22057749074258	-173.2410181645843	-17.979559326158306	-173.2410181645843	0.46048185899387517	1.2384574205922718	1.8522536533033052	0.5871162058782063	1.112888884150543	2.0466436074175163	0.2534670856791494	0.25523611405265667	0.24721027267408616	0.24408652759410776	-0.868883688746469	1.6329961736931058
4000	-191.6522759227542	-173.52338748379003	-18.128888438964175	-173.52338748379003	0.42305462010185785	1.2384574205922718	2.538446774535516	0.5871162058782063	1.2574869081869235	2.7535096828794385	0.2534670856791494	0.24933764611722423	0.26176841834927916	0.2354268498543472	-0.20147531943612673	2.9737818034971584
5000	-192.03311678838944	-174.21309754126878	-17.820019247120662	-174.21309754126878	0.5427254576266821	0.9542981970481642	2.197905588042793	0.5871162058782063	0.521304083623081	2.7535096828794385	0.2534670856791494	0.23961547655981583	0.27149058790668756	0.2354268498543472	-1.232636008060326	2.195477596265654
6000	-195.3786836939368	-177.45958161691937	-17.91910207701745	-177.45958161691937	0.9121579586741319	0.9542981970481642	2.197905588042793	0.3304844844614682	0.5035149829473666	2.7535096828794385	0.2534670856791494	0.24146557679255018	0.2696404876739532	0.2354268498543472	-1.9380748740903813	1.7116037314532149
7000	-193.93861210211276	-176.1464460083843	-17.792166093728483	-176.1464460083843	0.8502228196126025	0.6979329516793694	3.3075666265148707	0.15511640423457448	0.5035149829473666	2.7535096828794385	0.2534670856791494	0.24045975868379194	0.2706463057827115	0.2354268498543472	-2.426331893165278	1.3817648113220204
8000	-195.53502887173514	-176.31518746382653	-19.219841407908607	-176.31518746382653	0.5671440251554772	0.7253704980947785	3.3075666265148707	0.15511640423457448	0.5035149829473666	2.7535096828794385	0.2534670856791494	0.24045975868379194	0.2706463057827115	0.2354268498543472	-3.814631912698945	4.8640093192610845
9000	-191.12410970951584	-174.59594357231083	-16.52816613720502	-174.59594357231083	0.6864890614112715	0.7253704980947785	1.9086013769151813	0.32260862383152233	0.5035149829473666	2.174210182305606	0.2534670856791494	0.24045975868379194	0.2706463057827115	0.2354268498543472	-1.2851850545431907	1.8385760190435607
10000	-191.14265578232917	-174.83014513278766	-16.312510649541498	-174.83014513278766	0.38620463966500473	0.7253704980947785	1.9086013769151813	0.32260862383152233	0.5035149829473666	1.4355980787999696	0.24598737698079856	0.24793946738214276	0.2706463057827115	0.2354268498543472	-1.5377205031155738	5.329553627999154
11000	-194.39636390433708	-173.5535382798646	-20.84282562447247	-173.5535382798646	0.5470790377656652	0.7253704980947785	1.7503582797097792	0.33003236147959686	0.8231124970358948	1.2647159769426957	0.24598737698079856	0.24793946738214276	0.2706463057827115	0.2354268498543472	-5.774434971202657	8.451022574090945
12000	-193.22692865842757	-176.72021193912423	-16.506716719303334	-176.72021193912423	0.5557242547362391	0.7253704980947785	1.0213737405338328	0.5347835554395798	0.8231124970358948	1.0525234448656384	0.24598737698079856	0.25137161214265696	0.26721416102219725	0.2354268498543472	-1.7031941493589096	2.926106369666297
13000	-192.53829139719514	-175.13814644981076	-17.400144947384366	-175.13814644981076	0.45723117904487115	0.9387498889287568	0.86775533934383	0.7302947192956804	0.8231124970358948	0.6589950261762242	0.24598737698079856	0.25137161214265696	0.26721416102219725	0.2354268498543472	-2.6614497619063044	6.0733991809242465
14000	-192.37035137291934	-175.0970064509774	-17.273344921941934	-175.0970064509774	0.5750208160535573	0.9387498889287568	1.3766953040448182	0.7302947192956804	0.8231124970358948	0.9068297751607682	0.23116509446437183	0.25137161214265696	0.2767305013042481	0.24073279208872306	-1.742687613418528	3.749086408697911
15000	-191.46706393063639	-175.4365491678779	-16.03051476275848	-175.4365491678779	0.36484445932872034	0.9387498889287568	1.9181594480345783	0.595257204311215	0.8231124970358948	0.9068297751607682	0.23116509446437183	0.2464141236156377	0.28168798983126736	0.24073279208872306	-0.36542368237199274	3.1219645154472246
16000	-190.56707967887945	-175.81857606986338	-14.748503609016055	-175.81857606986338	0.35112248292157555	0.9387498889287568	1.054894751289348	0.595257204311215	0.8231124970358948	0.4721252182005521	0.23116509446437183	0.2464141236156377	0.28168798983126736	0.24073279208872306	-0.3581500540114684	4.610034482736241
17000	-191.54252625697129	-176.14367453234394	-15.398851724627342	-176.14367453234394	0.4030545496004249	0.9387498889287568	1.0143903862150028	0.595257204311215	0.8231124970358948	0.659134316442186	0.22296945094591594	0.2464141236156377	0.28168798983126736	0.24892843560717895	-0.7120190575525156	2.8515388862388096
