#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_joss" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_joss" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_joss" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_joss" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_joss" name="distribution" x="@birthRate.t:alignment_joss">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="RateACPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateAC.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateAGPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateAG.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">20.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateATPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateAT.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.2" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateCGPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateCG.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.3" name="distr">
#                <parameter estimate="false" id="RealParameter.6" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.7" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#        <prior id="RateGTPrior.s:alignment_joss" name="distribution">
#            <parameter id="rateGT.s:alignment_joss" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Gamma id="Gamma.4" name="distr">
#                <parameter estimate="false" id="RealParameter.8" name="alpha" spec="beast.core.parameter.RealParameter">0.05</parameter>
#                <parameter estimate="false" id="RealParameter.9" name="beta" spec="beast.core.parameter.RealParameter">10.0</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_joss" id="treeLikelihood.alignment_joss" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_joss">
#            <siteModel id="SiteModel.s:alignment_joss" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_joss" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_joss" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_joss" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="gtr.s:alignment_joss" rateAC="@rateAC.s:alignment_joss" rateAG="@rateAG.s:alignment_joss" rateAT="@rateAT.s:alignment_joss" rateCG="@rateCG.s:alignment_joss" rateGT="@rateGT.s:alignment_joss" spec="beast.evolution.substitutionmodel.GTR">
#                    <parameter estimate="false" id="rateCT.s:alignment_joss" lower="0.0" name="rateCT" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                    <frequencies id="estimatedFreqs.s:alignment_joss" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_joss" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:alignment_joss" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:alignment_joss" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	rateAC	rateAG	rateAT	rateCG	rateGT	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate
18000	-190.07296153843137	-174.31166556539634	-15.76129597303502	-174.31166556539634	0.52136700393974	0.9387498889287568	1.0143903862150028	0.49280471809495213	0.7142172605303867	0.7498964693939568	0.2208037276036677	0.24857984695788593	0.2811290138445206	0.2494874115939257	-1.2782113984395	1.121594508145265
19000	-192.12279625687418	-177.26890797292776	-14.853888283946423	-177.26890797292776	0.49176777468955346	0.9387498889287568	1.0143903862150028	0.3241061195021995	0.7142172605303867	0.3272542393437613	0.2208037276036677	0.2309634202333104	0.2854083469315481	0.2628245052314738	-1.6157655943999312	3.802279908374501
20000	-193.094637387136	-177.51265988111737	-15.581977506018639	-177.51265988111737	0.8118449167370964	0.9387498889287568	1.0143903862150028	0.27613269314845024	0.7142172605303867	0.6228661228249422	0.2197940347354059	0.2319731131015722	0.29452107459448695	0.25371177756853497	-1.8598564332047387	1.156012543798615
21000	-193.68515695311248	-178.3782679161731	-15.306889036939381	-178.3782679161731	0.5557243401470519	0.7669359208843437	1.0143903862150028	0.17334397112436165	0.5706001941064037	1.150492235252062	0.2155760209966891	0.2319731131015722	0.2987390883332038	0.25371177756853497	-1.8385299413309828	3.644097134876925
22000	-189.2061296641807	-176.64229302553704	-12.563836638643654	-176.64229302553704	0.37160564723389183	0.7666040004876858	1.0143903862150028	0.17334397112436165	0.5706001941064037	0.5884822411064596	0.2206021659834245	0.2319731131015722	0.3006915170133199	0.2467332039016835	0.21099853805471902	3.222074536963913
23000	-191.22718046414337	-175.9774035776388	-15.249776886504588	-175.9774035776388	0.3391954015150769	0.8281124345597619	2.4302835067523487	0.17334397112436165	1.254987959937856	1.2788589150618728	0.2206021659834245	0.2319731131015722	0.2926803086389932	0.25474441227601025	0.1289847127858188	2.8500049525437956
24000	-191.2359452633158	-175.94960781773287	-15.286337445582936	-175.94960781773287	0.44611683722619655	0.5381212610723749	0.9073236973522065	0.3228499948274841	1.254987959937856	0.9341023031860161	0.2206021659834245	0.2319731131015722	0.2926803086389932	0.25474441227601025	-1.0853767308749895	1.3024561335066298
25000	-192.56024113113844	-177.28051475044612	-15.27972638069232	-177.28051475044612	0.488867856653372	0.4863402380815953	0.9073236973522065	0.3228499948274841	1.254987959937856	1.0697993300603814	0.2206021659834245	0.2319731131015722	0.2926803086389932	0.25474441227601025	-1.0376323787301869	1.5699709617132291
26000	-190.952096679102	-175.56810967913728	-15.383986999964733	-175.56810967913728	0.4654321248961243	0.34672040200182924	1.030838665290785	0.3383567262846579	1.254987959937856	1.0697993300603814	0.2206021659834245	0.2319731131015722	0.2926803086389932	0.25474441227601025	-1.303784262012725	3.422772207701299
27000	-191.7568651573567	-176.19979655427608	-15.557068603080648	-176.19979655427608	0.45580950509151585	0.6647834279842486	1.030838665290785	0.5565762355399066	0.9571157787379853	1.0697993300603814	0.2206021659834245	0.2319731131015722	0.2926803086389932	0.25474441227601025	-0.6192201508461554	2.6760293245666347
28000	-191.47168166872015	-175.78754885809096	-15.684132810629205	-175.78754885809096	0.30765629682940016	1.1954381820298692	1.6824552773290014	0.5565762355399066	0.6710178613628748	1.0697993300603814	0.2206021659834245	0.2319731131015722	0.28400086906021893	0.2634238518547845	-0.003766182440183785	2.173732450247919
29000	-190.87267565308548	-175.3567332726058	-15.515942380479697	-175.3567332726058	0.3998765993780255	0.7638430213111153	1.8887046119377544	0.5565762355399066	0.8700408586130053	1.0697993300603814	0.22386987939621097	0.2319731131015722	0.28400086906021893	0.26015613844199803	0.08258135912653408	2.8819224027226404
30000	-191.7568430274222	-175.01708617451618	-16.739756852906034	-175.01708617451618	0.35660491974964914	0.7638430213111153	2.3458522975680567	0.3967649322793486	0.8700408586130053	0.603364384542674	0.22386987939621097	0.2319731131015722	0.28400086906021893	0.26015613844199803	-1.8406876112538622	0.721260234386557
31000	-190.9411511213225	-173.40506470612982	-17.53608641519266	-173.40506470612982	0.45449324684337866	0.5216105727170758	2.208085679046874	0.8875790952897995	1.5510043516530587	1.4364183972791573	0.21685910901141978	0.2389838834863634	0.28400086906021893	0.26015613844199803	-0.7493859669709475	2.0966278327803587
32000	-193.6255930228016	-174.5295053547694	-19.096087668032208	-174.5295053547694	0.43445122042260065	2.572669850379641	3.8285784095522795	0.8875790952897995	1.0099364710029926	1.4364183972791573	0.22943660905077176	0.2389838834863634	0.28400086906021893	0.24757863840264605	-0.44608939257601676	3.234702770499346
33000	-195.56006188285022	-175.7592457265879	-19.800816156262336	-175.7592457265879	0.34545159216444626	2.572669850379641	3.8285784095522795	0.8875790952897995	0.6019414233598227	2.1623561166630223	0.23936423001888688	0.2290562625182483	0.28400086906021893	0.24757863840264605	-1.2220387065438554	7.073880288951669
34000	-194.86777188648105	-174.62012276016924	-20.24764912631182	-174.62012276016924	0.4777195336333321	2.572669850379641	3.8285784095522795	0.9760271424245557	1.229225231763438	2.1623561166630223	0.26804628648045115	0.19132721271980524	0.24239090780937858	0.2982355929903652	-0.8287751129886409	1.8345629662861995
35000	-195.97335545530285	-179.14756088189012	-16.82579457341273	-179.14756088189012	0.25474621876337633	2.572669850379641	1.060477696065614	0.7334714320330515	1.229225231763438	2.1623561166630223	0.26804628648045115	0.19132721271980524	0.24239090780937858	0.2982355929903652	0.9394167803464022	4.444004212204225
36000	-196.33513729036616	-176.55534810906892	-19.779789181297232	-176.55534810906892	0.6648201677909796	2.572669850379641	1.060477696065614	0.9477647609252173	1.2932154646512264	2.1623561166630223	0.2992635223797402	0.16010997682051623	0.24239090780937858	0.2982355929903652	-1.6950374108879886	1.1181303867736212
37000	-193.08094564904013	-173.2274487158007	-19.85349693323942	-173.2274487158007	0.33911929775953914	1.4475403492443644	2.1564414841937523	0.9443862815380064	1.2894750232078502	2.1623561166630223	0.2992635223797402	0.1717102775573012	0.2234726429386799	0.3055535571242789	-1.7053875786501012	7.362807476231505
38000	-191.93742973568158	-173.08119016331779	-18.85623957236378	-173.08119016331779	0.5883453234703326	0.9718508293447415	2.1564414841937523	0.9443862815380064	1.3639991981765631	2.1623561166630223	0.2992635223797402	0.1717102775573012	0.2234726429386799	0.3055535571242789	-1.0733680685134224	1.5548874988393835
39000	-192.66761854062216	-173.55550412837894	-19.112114412243226	-173.55550412837894	0.4420757520119245	0.9718508293447415	4.349712580929462	1.3427293051181273	1.6762621357288394	1.3880055950255397	0.2811574976339479	0.1717102775573012	0.26369845377632817	0.28343377103242295	-0.4503836898477931	2.5201233449360085
40000	-191.9065408712804	-173.08333158453132	-18.82320928674909	-173.08333158453132	0.4106428086429482	0.9648571741318223	2.2917165139439324	1.1556246259709655	0.7921047831717954	1.3880055950255397	0.2811574976339479	0.1717102775573012	0.26369845377632817	0.28343377103242295	-1.8425400560450504	5.064511940772962
41000	-189.16474793671873	-172.80050766498658	-16.364240271732154	-172.80050766498658	0.3871661779783245	0.9648571741318223	2.2556324462667403	0.45442629294337156	1.006680702765516	1.455785310246487	0.2695522348403568	0.1717102775573012	0.26369845377632817	0.29503903382601404	-0.056001419567061284	2.8314482573313824
42000	-192.7723737166732	-172.76213647691327	-20.01023723975993	-172.76213647691327	0.6687486769577419	1.520790684278303	4.008614400928585	0.45442629294337156	1.006680702765516	3.4738567888951257	0.2695522348403568	0.1717102775573012	0.26369845377632817	0.29503903382601404	-1.5521950447469277	1.4889990863187774
43000	-192.96585178871706	-173.36232294917585	-19.603528839541205	-173.36232294917585	0.5571187478231953	1.520790684278303	5.27720172158649	0.1788683241593924	1.006680702765516	3.4738567888951257	0.24532301801031003	0.1717102775573012	0.2879276706063749	0.29503903382601404	-1.7341767796886796	3.5126432846787763
44000	-194.06268137931113	-173.85089888241475	-20.21178249689636	-173.85089888241475	0.7689431469854311	1.520790684278303	5.2882575700400745	0.19631663008030012	1.006680702765516	3.4738567888951257	0.24532301801031003	0.1717102775573012	0.2879276706063749	0.29503903382601404	-2.2497196715148178	0.821066640343158
45000	-194.50285107326567	-173.78614694950866	-20.71670412375702	-173.78614694950866	0.6547176753237346	1.1801348354426806	7.164731392048941	0.5072484377997162	1.006680702765516	3.4738567888951257	0.26929381188827284	0.16431173446617492	0.26937162232225426	0.29702283132329815	-1.7144054611556956	1.3155967801642152
46000	-195.29569209560555	-175.1846729258566	-20.111019169748957	-175.1846729258566	0.5428636878365469	1.1801348354426806	7.164731392048941	0.5072484377997162	0.5652577574750646	3.170619985077613	0.25326647509586214	0.16355433819668236	0.28615635538415746	0.29702283132329815	-1.8182331961266707	4.135482853497022
47000	-192.55323094955924	-174.06397652189045	-18.489254427668772	-174.06397652189045	0.489367466093361	1.1801348354426806	6.571230333954065	0.34019710196360575	0.5652577574750646	1.7414750235752732	0.2723447051670629	0.20805694035883449	0.2342026766618481	0.28539567781225467	-1.4166460490641841	3.48669549740263
48000	-197.45883397990377	-175.86429111445744	-21.594542865446314	-175.86429111445744	1.4317161905453597	1.1801348354426806	6.571230333954065	0.34019710196360575	0.5652577574750646	1.7414750235752732	0.2723447051670629	0.20805694035883449	0.2599393477740055	0.25965900670009723	-4.521934486841724	1.7640420821262712
49000	-195.63111395061412	-176.68924392948583	-18.941870021128288	-176.68924392948583	0.7107799040728136	1.1801348354426806	6.571230333954065	0.22663696011069404	0.5652577574750646	1.7414750235752732	0.2723447051670629	0.20805694035883449	0.2599393477740055	0.25965900670009723	-2.2664845894948957	0.8393911917923302
50000	-196.44373557868568	-176.05220458779257	-20.391530990893088	-176.05220458779257	0.8440201708502724	1.7118307588080248	6.571230333954065	0.22663696011069404	0.5652577574750646	3.072837811285519	0.2723447051670629	0.14105946476696107	0.3048487452923907	0.28174708477358545	-2.6370261237183668	1.9384917938209607
51000	-196.12894627785107	-177.05707032901253	-19.07187594883854	-177.05707032901253	0.5867623638886263	1.7118307588080248	6.571230333954065	0.22663696011069404	0.5652577574750646	2.4152059705291964	0.2723447051670629	0.14105946476696107	0.3048487452923907	0.28174708477358545	-1.6119103508155237	1.8829806429203715
52000	-194.79089797749964	-175.37321332318868	-19.417684654310968	-175.37321332318868	0.9559187967646474	1.7118307588080248	6.571230333954065	0.22663696011069404	0.21800892181598092	2.4152059705291964	0.2723447051670629	0.18611966699259547	0.2597885430667563	0.28174708477358545	-2.8975524948104074	2.180488200268631
53000	-192.41639694212523	-173.93457463988707	-18.48182230223815	-173.93457463988707	0.5801946707921625	2.181847725253117	6.571230333954065	0.22663696011069404	0.17877061448869572	2.4152059705291964	0.2723447051670629	0.2059604078826512	0.2399478021767006	0.28174708477358545	-1.876644892312236	2.995523204498143
54000	-194.74764014526568	-177.59630106315552	-17.15133908211014	-177.59630106315552	0.4333015135169515	2.959272679245628	6.571230333954065	0.08820801556874584	0.1948210850450572	2.4152059705291964	0.2723447051670629	0.2059604078826512	0.2399478021767006	0.28174708477358545	-1.0059139780400235	1.53241440990142
55000	-192.80778076768445	-174.90465788682098	-17.903122880863478	-174.90465788682098	0.4825567239205669	1.4732338803948186	6.571230333954065	0.20119825409451844	0.1726751467302968	2.801576680233721	0.2723447051670629	0.2059604078826512	0.2399478021767006	0.28174708477358545	-1.7114845011538573	3.6438854607334497
56000	-193.1045204346642	-175.71397620135141	-17.39054423331279	-175.71397620135141	0.554177018398484	2.2923951698286373	6.571230333954065	0.20119825409451844	0.077466129849017	1.542087699033472	0.27207250964610064	0.2062326034036134	0.2399478021767006	0.28174708477358545	-2.16111474194	0.7554181847565673
57000	-197.22598536408947	-178.45855974533413	-18.76742561875535	-178.45855974533413	0.8192546948060899	3.873841950215286	6.571230333954065	0.13265022156558676	0.077466129849017	1.319505966203015	0.27207250964610064	0.2062326034036134	0.2399478021767006	0.28174708477358545	-3.454379354941635	2.3211869355160184
58000	-195.9091483240826	-175.5419073529813	-20.36724097110129	-175.5419073529813	0.8145191941483954	4.543842089197132	6.571230333954065	0.160355135786992	0.077466129849017	3.5429376813887354	0.27207250964610064	0.2062326034036134	0.2399478021767006	0.28174708477358545	-3.492025836576889	3.2134626437989144
59000	-193.88591312794057	-175.65298685057942	-18.23292627736113	-175.65298685057942	0.7165431572865111	4.543842089197132	6.571230333954065	0.09135517920028341	0.077466129849017	3.5429376813887354	0.2495504585521429	0.22875465449757115	0.2399478021767006	0.28174708477358545	-1.8991153164450618	0.9390552837822478
